85	121	130
23	10	0
4	11	0
4	6	0
5	8	0
4	7	0
3	11	0
4	9	0
13	3	0
11	6	0
14	5	0
9	8	0
16	5	0
3	28	0
21	4	0
30	3	0
5	19	0
32	3	0
3	33	0
33	3	0
3	34	0
5	21	0
3	36	0
3	36	0
27	4	0
3	36	0
10	11	0
3	38	0
29	4	0
39	3	0
40	3	0
40	3	0
15	9	0
9	16	0
36	4	0
29	5	0
5	33	0
29	6	0
5	35	0
5	35	0
31	6	0
21	9	0
40	5	0
34	6	0
9	24	0
22	10	0
40	6	0
24	11	0
19	14	0
8	38	0
38	8	0
25	13	0
21	17	0
9	40	0
9	40	0
10	38	0
40	10	0
21	20	0
40	11	0
40	12	0
12	40	0
35	15	0
27	21	0
15	38	0
15	39	0
19	32	0
25	26	0
28	24	0
34	23	0
29	28	0
25	33	0
31	28	0
24	38	0
40	23	0
31	32	0
27	37	0
25	40	0
35	31	0
30	38	0
14	5	0
9	8	0
16	5	0
3	28	0
21	4	0
30	3	0
39	40	0
